,Unnamed: 0,TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
364,715,2777B,GIRONE,19,1,34.4,70.1,2019,31.7,Canopy,12-17,Alive,7,Young,6.0,"19,036.04",0.89,0.28,0.14,"1,200.00",14.05,600.00,"1,814.05",0.6,0.3,31.1,0
921,1753,3460C,XYLOCA,46,2,83.4,185.1,2019,23.9,Understory,6-11,Alive,7,Young,0.5,618.62,0.03,0.21,0.11,100.00,10.59,50.00,160.59,1.1,0.55,26.8,6
702,1334,3182C,CALODI,35,2,83.8,132.8,2019,13.5,Understory,1-5,Alive,7,Young,10.0,"2,010.28",0.09,0.12,0.06,"2,000.00",5.98,"1,000.00","3,005.98",0.2,0.1,18.7,5
495,932,2935A,ALANEB,25,1,97.0,94.2,2019,14.2,Understory,6-11,Alive,7,Young,4.5,"1,057.48",0.05,0.13,0.06,900.00,6.29,450.00,"1,356.29",0.5,0.25,19.4,5
694,1315,3169,DIPTC1,34,2,78.4,122.0,2019,79.2,Emergent,>24,Alive,75,Mature,13.5,"1,103,746.65",51.88,0.7,0.35,"2,700.00",35.09,"1,350.00","4,085.09",0.8,0.4,44.0,6
685,1304,3161C,ALANEB,34,2,73.4,128.8,2019,14.6,Understory,6-11,Alive,7,Young,4.5,"1,152.65",0.05,0.13,0.06,900.00,6.47,450.00,"1,356.47",1.1,0.55,19.7,5
974,1845,3521A,CROTAR,47,2,73.8,182.8,2019,16.0,Understory,6-11,Alive,7,Young,8.0,"2,727.69",0.13,0.14,0.07,"1,600.00",7.09,800.00,"2,407.09",0.8,0.4,21.0,0
933,1779,3482,SARADE,46,2,91.6,199.5,2019,21.5,Understory,6-11,Alive,56,Intermediate,36.5,"31,967.23",1.5,0.19,0.1,"7,300.00",9.53,"3,650.00","10,959.53",-0.4,-0.2,25.2,15
403,794,2830,PTEREC,22,1,28.4,85.4,2019,33.6,Canopy,12-17,Alive,58,Intermediate,4.0,"15,463.69",0.73,0.3,0.15,800.00,14.89,400.00,"1,214.89",29.9,14.95,32.0,0
30,58,2349B,APORBR,2,1,24.1,7.1,2019,12.3,Understory,1-5,Alive,7,Young,5.0,755.81,0.04,0.11,0.05,"1,000.00",5.45,500.00,"1,505.45",0.3,0.15,17.5,0
540,1021,2987A,SHORM1,27,2,76.6,102.8,2019,33.5,Canopy,12-17,Alive,28,Intermediate,21.0,"80,364.61",3.78,0.3,0.15,"4,200.00",14.84,"2,100.00","6,314.84",2.5,1.25,31.9,10
185,381,2563,SHORAC,10,1,14.6,21.5,2019,45.8,Canopy,18-23,Alive,53,Intermediate,8.5,"95,996.55",4.51,0.41,0.2,"1,700.00",20.29,850.00,"2,570.29",0.8,0.4,36.6,0
262,536,2657D,POL1HY,14,1,72.6,40.5,2019,26.5,Understory,6-11,Alive,7,Young,3.0,"5,219.97",0.25,0.23,0.12,600.00,11.74,300.00,911.74,0.6,0.3,28.4,0
508,956,2949,LANSDO,26,2,85.1,119.5,2019,54.6,Canopy,18-23,Alive,61,Mature,6.5,"136,943.46",6.44,0.48,0.24,"1,300.00",24.19,650.00,"1,974.19",2.1,1.05,39.1,0
868,1671,3408,SHORDA,43,2,56.5,171.1,2019,94.2,Emergent,>24,Alive,78,Mature,0.5,"78,248.15",3.68,0.83,0.42,100.00,41.74,50.00,191.74,1.0,0.5,46.1,0
788,1515,3299,SANTLA,39,2,24.7,159.1,2019,76.5,Emergent,>24,Alive,72,Mature,9.0,"647,068.97",30.41,0.68,0.34,"1,800.00",33.9,900.00,"2,733.90",0.7,0.35,43.6,4
867,1670,3407,DACRR1,43,2,54.4,172.2,2019,30.8,Canopy,12-17,Alive,59,Intermediate,22.0,"63,325.01",2.98,0.27,0.14,"4,400.00",13.65,"2,200.00","6,613.65",-0.2,-0.1,30.6,0
724,1380,3214,SARADE,36,2,92.7,157.6,2019,30.3,Canopy,12-17,Alive,59,Intermediate,36.5,"99,421.65",4.67,0.27,0.13,"7,300.00",13.43,"3,650.00","10,963.43",-0.6,-0.3,30.4,15
593,1126,3060,EUGEP3,30,2,2.9,114.5,2019,48.5,Canopy,18-23,Alive,58,Intermediate,3.0,"41,465.41",1.95,0.43,0.21,600.00,21.49,300.00,921.49,0.9,0.45,37.4,8
168,344,2532D,SANTLA,9,1,36.0,30.5,2019,12.8,Understory,1-5,Alive,7,Young,9.0,"1,536.44",0.07,0.11,0.06,"1,800.00",5.67,900.00,"2,705.67",0.0,0.0,18.0,4
538,1014,2982A,KNEMPA,27,2,79.2,119.2,2019,14.1,Understory,6-11,Alive,35,Intermediate,1.0,229.91,0.01,0.12,0.06,200.00,6.25,100.00,306.25,0.2,0.1,19.3,0
597,1137,3068,IRVIMA,30,2,14.5,105.8,2019,80.9,Emergent,>24,Alive,76,Mature,1.0,"88,472.93",4.16,0.72,0.36,200.00,35.85,100.00,335.85,0.1,0.05,44.3,0
249,517,2648D,BEILDI,14,1,67.2,50.0,2019,13.0,Understory,1-5,Alive,7,Young,5.0,895.09,0.04,0.12,0.06,"1,000.00",5.76,500.00,"1,505.76",-0.2,-0.1,18.2,6
562,1057,3007B,GARCPA,28,2,56.8,115.1,2019,14.4,Understory,6-11,Alive,7,Young,2.0,490.81,0.02,0.13,0.06,400.00,6.38,200.00,606.38,0.0,0.0,19.6,0
1021,1918,3554B,GARCBA,50,2,2.7,186.2,2019,34.9,Canopy,12-17,Alive,35,Intermediate,0.5,"2,200.28",0.1,0.31,0.15,100.00,15.46,50.00,165.46,2.0,1.0,32.6,0
980,1852,3525,DRYPLO,48,2,49.2,184.0,2019,20.9,Understory,6-11,Alive,53,Intermediate,8.5,"6,791.97",0.32,0.19,0.09,"1,700.00",9.26,850.00,"2,559.26",0.1,0.05,24.8,0
90,168,2423A,MACALO,5,1,95.0,18.2,2019,14.9,Understory,6-11,Alive,26,Intermediate,17.0,"4,638.90",0.22,0.13,0.07,"3,400.00",6.6,"1,700.00","5,106.60",0.6,0.3,20.0,0
372,737,2794,SHORP2,20,1,17.6,74.4,2019,24.5,Understory,6-11,Alive,54,Intermediate,11.5,"15,436.87",0.73,0.22,0.11,"2,300.00",10.86,"1,150.00","3,460.86",1.6,0.8,27.2,0
485,918,2923,SHORM1,25,1,82.7,95.2,2019,19.2,Understory,6-11,Alive,52,Intermediate,21.0,"12,768.47",0.6,0.17,0.09,"4,200.00",8.51,"2,100.00","6,308.51",0.7,0.35,23.6,10
842,1631,3380,PALAMA,42,2,35.9,164.5,2019,30.0,Canopy,12-17,Alive,52,Intermediate,2.0,"5,268.28",0.25,0.27,0.13,400.00,13.29,200.00,613.29,1.2,0.6,30.2,0
967,1834,3516,PTYCCO,47,2,77.4,188.2,2019,16.8,Understory,6-11,Alive,52,Intermediate,7.0,"2,783.06",0.13,0.15,0.07,"1,400.00",7.44,700.00,"2,107.44",-0.2,-0.1,21.7,0
435,843,2871A,MONOMA,23,1,52.8,99.7,2019,12.1,Understory,1-5,Alive,4,Young,15.0,"2,157.08",0.1,0.11,0.05,"3,000.00",5.36,"1,500.00","4,505.36",1.7,0.85,17.3,11
276,563,2676,XANTST,15,1,96.3,59.5,2019,45.5,Canopy,18-23,Alive,72,Mature,3.5,"38,625.33",1.82,0.4,0.2,700.00,20.16,350.00,"1,070.16",1.4,0.7,36.5,0
379,751,2803,ALANRI,20,1,13.6,60.9,2019,19.0,Understory,6-11,Alive,48,Intermediate,8.0,"4,703.72",0.22,0.17,0.08,"1,600.00",8.42,800.00,"2,408.42",0.3,0.15,23.4,9
545,1031,2993,INTSPA,28,2,49.8,103.8,2019,44.4,Canopy,12-17,Alive,65,Mature,3.0,"30,382.53",1.43,0.39,0.2,600.00,19.67,300.00,919.67,-1.1,-0.55,36.2,0
271,554,2669,MANGQU,15,1,85.8,59.6,2019,64.7,Emergent,>24,Alive,63,Mature,7.0,"272,140.88",12.79,0.57,0.29,"1,400.00",28.67,700.00,"2,128.67",1.2,0.6,41.5,0
591,1118,3053,MESUFE,30,2,9.3,103.0,2019,24.4,Understory,6-11,Alive,54,Intermediate,7.5,"9,932.89",0.47,0.22,0.11,"1,500.00",10.81,750.00,"2,260.81",0.6,0.3,27.1,0
1023,1921,3555A,CALODI,50,2,5.4,191.2,2019,22.8,Understory,6-11,Alive,35,Intermediate,10.0,"10,603.15",0.5,0.2,0.1,"2,000.00",10.1,"1,000.00","3,010.10",0.3,0.15,26.1,5
73,128,2391A,DACRRI,4,1,71.0,7.6,2019,21.6,Understory,6-11,Alive,26,Intermediate,0.5,444.55,0.02,0.19,0.1,100.00,9.57,50.00,159.57,1.0,0.5,25.3,7
273,556,2670,EUGEFL,15,1,87.1,58.7,2019,40.6,Canopy,12-17,Alive,57,Intermediate,1.0,"7,411.78",0.35,0.36,0.18,200.00,17.99,100.00,317.99,0.0,0.0,34.8,0
975,1846,3521B,SAR1GR,47,2,71.1,182.2,2019,24.9,Understory,6-11,Alive,7,Young,5.0,"7,079.60",0.33,0.22,0.11,"1,000.00",11.03,500.00,"1,511.03",0.4,0.2,27.4,9
612,1158,3077A,SHORP1,31,2,6.4,131.4,2019,15.9,Understory,6-11,Alive,7,Young,12.0,"4,011.80",0.19,0.14,0.07,"2,400.00",7.05,"1,200.00","3,607.05",-1.4,-0.7,20.9,0
75,134,2395A,SHORL1,4,1,68.7,18.9,2019,40.0,Canopy,12-17,Alive,48,Intermediate,9.0,"63,346.74",2.98,0.35,0.18,"1,800.00",17.72,900.00,"2,717.72",1.6,0.8,34.6,0
581,1104,3043,PALAH2,29,2,39.7,117.6,2019,27.6,Understory,6-11,Alive,57,Intermediate,1.5,"2,988.26",0.14,0.24,0.12,300.00,12.23,150.00,462.23,0.0,0.0,29.0,0
733,1401,3233,EUGESU,37,2,67.2,146.9,2019,25.2,Understory,6-11,Alive,53,Intermediate,2.5,"3,682.52",0.17,0.22,0.11,500.00,11.17,250.00,761.17,0.4,0.2,27.6,7
746,1424,3246C,PORTAN,37,2,68.0,156.7,2019,16.8,Understory,6-11,Alive,7,Young,11.5,"4,572.18",0.21,0.15,0.07,"2,300.00",7.44,"1,150.00","3,457.44",0.5,0.25,21.7,0
88,160,2416,DIOSAP,5,1,81.0,5.4,2019,18.2,Understory,6-11,Alive,52,Intermediate,3.5,"1,793.71",0.08,0.16,0.08,700.00,8.06,350.00,"1,058.06",-0.9,-0.45,22.8,8
572,1077,3023,EUGECL,29,2,27.1,109.1,2019,46.7,Canopy,18-23,Alive,57,Intermediate,4.0,"48,377.57",2.27,0.41,0.21,800.00,20.69,400.00,"1,220.69",1.3,0.65,36.9,0
736,1412,3242,EUGENA,37,2,62.2,153.3,2019,29.3,Understory,12-17,Alive,53,Intermediate,1.5,"3,649.81",0.17,0.26,0.13,300.00,12.98,150.00,462.98,-0.1,-0.05,29.9,0
753,1448,3259,SANTTO,38,2,40.5,140.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,4.5,"4,909.58",0.23,0.2,0.1,900.00,10.19,450.00,"1,360.19",-0.3,-0.15,26.2,0
323,637,2728,EUGEPU,17,1,71.8,68.2,2019,14.9,Understory,6-11,Alive,53,Intermediate,2.0,545.75,0.03,0.13,0.07,400.00,6.6,200.00,606.60,0.0,0.0,20.0,0
180,372,2555,ARTORI,10,1,13.1,28.8,2019,29.2,Understory,6-11,Alive,55,Intermediate,1.5,"3,608.18",0.17,0.26,0.13,300.00,12.94,150.00,462.94,0.8,0.4,29.8,11
908,1734,3444,SARADE,45,2,89.2,169.1,2019,39.1,Canopy,12-17,Alive,61,Mature,36.5,"237,432.95",11.16,0.35,0.17,"7,300.00",17.33,"3,650.00","10,967.33",0.9,0.45,34.3,15
839,1622,3372,GREWMI,42,2,38.1,170.0,2019,17.3,Understory,6-11,Alive,53,Intermediate,6.0,"2,617.34",0.12,0.15,0.08,"1,200.00",7.67,600.00,"1,807.67",-0.1,-0.05,22.1,0
847,1639,3383,DIALWA,43,2,43.0,161.8,2019,15.4,Understory,6-11,Alive,58,Intermediate,1.5,453.72,0.02,0.14,0.07,300.00,6.82,150.00,456.82,0.0,0.0,20.5,0
311,618,2712,MONOMA,17,1,63.3,68.9,2019,19.8,Understory,6-11,Alive,52,Intermediate,15.0,"10,067.45",0.47,0.18,0.09,"3,000.00",8.77,"1,500.00","4,508.77",0.3,0.15,24.0,11
66,117,2385,ALPHEL,4,1,61.8,3.3,2019,19.5,Understory,6-11,Alive,53,Intermediate,3.5,"2,236.60",0.11,0.17,0.09,700.00,8.64,350.00,"1,058.64",0.1,0.05,23.8,0
345,673,2749B,PAROVA,18,1,53.2,76.2,2019,12.1,Understory,1-5,Alive,7,Young,3.5,503.32,0.02,0.11,0.05,700.00,5.36,350.00,"1,055.36",0.1,0.05,17.3,6
776,1491,3284,PAROVA,39,2,28.0,140.5,2019,23.9,Understory,6-11,Alive,54,Intermediate,3.5,"4,330.35",0.2,0.21,0.11,700.00,10.59,350.00,"1,060.59",-0.1,-0.05,26.8,6
71,125,2389D,SHOROV,4,1,74.2,3.5,2019,44.3,Canopy,12-17,Alive,7,Young,2.0,"20,095.58",0.94,0.39,0.2,400.00,19.63,200.00,619.63,1.7,0.85,36.1,0
690,1310,3164C,MONOMA,34,2,71.4,125.9,2019,15.5,Understory,6-11,Alive,7,Young,15.0,"4,629.98",0.22,0.14,0.07,"3,000.00",6.87,"1,500.00","4,506.87",-1.3,-0.65,20.6,11
488,922,2927,GIRONE,25,1,86.8,95.3,2019,14.9,Understory,6-11,Alive,52,Intermediate,6.0,"1,637.26",0.08,0.13,0.07,"1,200.00",6.6,600.00,"1,806.60",0.1,0.05,20.0,0
721,1370,3206,DACRLA,36,2,84.7,150.3,2019,21.5,Understory,6-11,Alive,55,Intermediate,2.5,"2,189.54",0.1,0.19,0.1,500.00,9.53,250.00,759.53,0.2,0.1,25.2,0
956,1814,3504A,ADENBI,47,2,63.7,194.5,2019,33.7,Canopy,12-17,Alive,7,Young,1.5,"5,857.88",0.28,0.3,0.15,300.00,14.93,150.00,464.93,0.2,0.1,32.0,5
128,253,2478,SHORM2,7,1,62.6,27.0,2019,35.2,Canopy,12-17,Alive,55,Intermediate,14.0,"63,438.36",2.98,0.31,0.16,"2,800.00",15.6,"1,400.00","4,215.60",1.1,0.55,32.7,0
771,1485,3281B,SHORL2,38,2,56.2,143.6,2019,39.0,Canopy,12-17,Alive,7,Young,3.5,"22,566.74",1.06,0.35,0.17,700.00,17.28,350.00,"1,067.28",2.9,1.45,34.2,13
316,625,2718,SHORM1,17,1,62.8,77.0,2019,24.9,Understory,6-11,Alive,53,Intermediate,21.0,"29,734.32",1.4,0.22,0.11,"4,200.00",11.03,"2,100.00","6,311.03",0.7,0.35,27.4,10
48,97,2375,CLE1SU,3,1,48.0,15.0,2019,12.4,Understory,1-5,Alive,35,Intermediate,4.5,697.22,0.03,0.11,0.05,900.00,5.49,450.00,"1,355.49",0.8,0.4,17.6,0
727,1386,3220,GYMNFO,36,2,96.3,154.4,2019,41.5,Canopy,12-17,Alive,58,Intermediate,0.5,"3,999.47",0.19,0.37,0.18,100.00,18.39,50.00,168.39,0.4,0.2,35.2,0
535,1010,2980B,MEMEMI,27,2,74.5,118.2,2019,13.2,Understory,1-5,Alive,35,Intermediate,3.5,656.62,0.03,0.12,0.06,700.00,5.85,350.00,"1,055.85",0.0,0.0,18.4,7
606,1148,3072B,NEOSKI,31,2,8.0,121.4,2019,14.3,Understory,6-11,Alive,7,Young,6.5,"1,561.05",0.07,0.13,0.06,"1,300.00",6.34,650.00,"1,956.34",0.5,0.25,19.5,0
395,777,2817,SINDVE,21,1,2.6,96.3,2019,72.6,Emergent,>24,Alive,70,Mature,1.5,"88,906.38",4.18,0.64,0.32,300.00,32.17,150.00,482.17,0.7,0.35,43.0,0
258,532,2657,MANGQU,14,1,76.7,44.2,2019,15.2,Understory,6-11,Alive,48,Intermediate,7.0,"2,032.63",0.1,0.13,0.07,"1,400.00",6.74,700.00,"2,106.74",0.0,0.0,20.3,0
60,109,2379A,PORTAN,3,1,58.8,11.4,2019,22.2,Understory,6-11,Alive,35,Intermediate,11.5,"11,177.71",0.53,0.2,0.1,"2,300.00",9.84,"1,150.00","3,459.84",0.4,0.2,25.7,0
930,1774,3478,SARADE,46,2,95.5,198.2,2019,36.3,Canopy,12-17,Alive,56,Intermediate,36.5,"183,790.78",8.64,0.32,0.16,"7,300.00",16.08,"3,650.00","10,966.08",0.1,0.05,33.1,15
331,650,2737,EUGEO1,18,1,45.8,64.9,2019,56.9,Canopy,18-23,Alive,62,Mature,1.0,"24,428.59",1.15,0.5,0.25,200.00,25.21,100.00,325.21,0.9,0.45,39.7,0
567,1069,3015,SCHOAC,29,2,26.0,101.0,2019,66.3,Emergent,>24,Alive,69,Mature,2.0,"84,994.17",3.99,0.59,0.29,400.00,29.38,200.00,629.38,2.1,1.05,41.8,0
909,1736,3446,SARADE,45,2,91.3,162.7,2019,44.2,Canopy,12-17,Alive,65,Mature,36.5,"363,851.69",17.1,0.39,0.2,"7,300.00",19.59,"3,650.00","10,969.59",-2.9,-1.45,36.1,15
500,942,2940,ELATTA,26,2,80.0,100.0,2019,42.2,Canopy,12-17,Alive,60,Mature,3.5,"29,676.27",1.39,0.37,0.19,700.00,18.7,350.00,"1,068.70",0.4,0.2,35.4,9
645,1230,3113C,QUERAR,32,2,33.6,125.6,2019,15.0,Understory,6-11,Alive,7,Young,4.5,"1,253.81",0.06,0.13,0.07,900.00,6.65,450.00,"1,356.65",1.2,0.6,20.1,0
961,1821,3506A,SHORM1,47,2,62.0,198.5,2019,23.6,Understory,6-11,Alive,7,Young,21.0,"24,927.18",1.17,0.21,0.1,"4,200.00",10.46,"2,100.00","6,310.46",0.4,0.2,26.6,10
156,316,2516A,SHORP1,8,1,56.2,28.4,2019,13.7,Understory,1-5,Alive,4,Young,12.0,"2,524.19",0.12,0.12,0.06,"2,400.00",6.07,"1,200.00","3,606.07",1.8,0.9,18.9,0
61,112,2382,BEILL1,3,1,55.2,2.2,2019,15.5,Understory,6-11,Alive,53,Intermediate,0.5,154.33,0.01,0.14,0.07,100.00,6.87,50.00,156.87,0.0,0.0,20.6,6
422,825,2860,SHORM1,23,1,40.8,82.9,2019,25.7,Understory,6-11,Alive,53,Intermediate,21.0,"33,009.08",1.55,0.23,0.11,"4,200.00",11.39,"2,100.00","6,311.39",0.0,0.0,27.9,10
486,919,2924,EUGEC1,25,1,83.4,96.1,2019,17.4,Understory,6-11,Alive,48,Intermediate,8.0,"3,554.11",0.17,0.15,0.08,"1,600.00",7.71,800.00,"2,407.71",0.6,0.3,22.2,0
569,1071,3017,DACRR1,29,2,31.8,100.1,2019,19.3,Understory,6-11,Alive,56,Intermediate,22.0,"13,601.15",0.64,0.17,0.09,"4,400.00",8.55,"2,200.00","6,608.55",-0.3,-0.15,23.6,0
443,859,2881,SANDKO,23,1,50.2,84.2,2019,30.6,Canopy,12-17,Alive,59,Intermediate,4.0,"11,263.38",0.53,0.27,0.14,800.00,13.56,400.00,"1,213.56",0.1,0.05,30.5,2
983,1858,3528,ALANRI,48,2,45.7,189.7,2019,27.5,Understory,6-11,Alive,57,Intermediate,8.0,"15,745.66",0.74,0.24,0.12,"1,600.00",12.19,800.00,"2,412.19",0.3,0.15,28.9,9
922,1758,3465,MYRIM2,46,2,87.6,194.6,2019,61.8,Emergent,>24,Alive,69,Mature,0.5,"16,456.47",0.77,0.55,0.27,100.00,27.38,50.00,177.38,0.3,0.15,40.8,0
246,514,2648A,SANDKO,14,1,72.7,48.2,2019,17.4,Understory,6-11,Alive,48,Intermediate,4.0,"1,777.06",0.08,0.15,0.08,800.00,7.71,400.00,"1,207.71",15.9,7.95,22.2,2
375,745,2800,DACRCO,20,1,19.6,64.6,2019,23.8,Understory,6-11,Alive,56,Intermediate,2.0,"2,440.66",0.11,0.21,0.11,400.00,10.55,200.00,610.55,0.3,0.15,26.7,5
83,149,2407,LITHEW,4,1,79.3,7.0,2019,21.0,Understory,6-11,Alive,53,Intermediate,3.0,"2,434.49",0.11,0.19,0.09,600.00,9.31,300.00,909.31,-0.1,-0.05,24.9,0
582,1106,3045,HORSPO,29,2,38.1,114.1,2019,19.8,Understory,6-11,Alive,53,Intermediate,2.0,"1,342.33",0.06,0.18,0.09,400.00,8.77,200.00,608.77,0.0,0.0,24.0,0
195,398,2572A,ARTORI,11,1,3.0,43.8,2019,12.0,Understory,1-5,Alive,35,Intermediate,1.5,210.34,0.01,0.11,0.05,300.00,5.32,150.00,455.32,-4.0,-2.0,17.2,11
849,1642,3385,ALPHMA,43,2,47.8,160.1,2019,19.2,Understory,6-11,Alive,53,Intermediate,5.5,"3,344.12",0.16,0.17,0.09,"1,100.00",8.51,550.00,"1,658.51",0.2,0.1,23.6,0
532,1005,2978,SAR1GR,27,2,67.1,117.4,2019,74.2,Emergent,>24,Alive,67,Mature,5.0,"321,143.52",15.09,0.66,0.33,"1,000.00",32.88,500.00,"1,532.88",0.5,0.25,43.2,9
885,1694,3420A,PORTAN,44,2,65.0,172.0,2019,12.1,Understory,1-5,Alive,7,Young,11.5,"1,653.76",0.08,0.11,0.05,"2,300.00",5.36,"1,150.00","3,455.36",0.0,0.0,17.3,0
368,720,2780,MESURA,20,1,10.0,63.0,2019,17.0,Understory,6-11,Alive,52,Intermediate,8.0,"3,301.83",0.16,0.15,0.08,"1,600.00",7.53,800.00,"2,407.53",0.0,0.0,21.8,0
654,1245,3123,MEMEAM,33,2,46.7,127.3,2019,15.5,Understory,6-11,Alive,53,Intermediate,3.0,926.00,0.04,0.14,0.07,600.00,6.87,300.00,906.87,0.3,0.15,20.6,0
795,1532,3312A,BACCRE,40,2,5.8,143.8,2019,18.0,Understory,6-11,Alive,48,Intermediate,5.0,"2,473.85",0.12,0.16,0.08,"1,000.00",7.98,500.00,"1,507.98",0.4,0.2,22.6,0
282,571,2677F,ALPHEL,15,1,95.2,45.8,2019,13.5,Understory,1-5,Alive,7,Young,3.5,703.60,0.03,0.12,0.06,700.00,5.98,350.00,"1,055.98",0.0,0.0,18.7,0
826,1601,3359,KOOMMA,42,2,23.3,166.9,2019,69.1,Emergent,>24,Alive,68,Mature,4.5,"222,459.72",10.46,0.61,0.31,900.00,30.62,450.00,"1,380.62",0.9,0.45,42.3,7
837,1618,3369,BHESPA,42,2,33.1,171.7,2019,24.6,Understory,6-11,Alive,48,Intermediate,1.0,"1,360.46",0.06,0.22,0.11,200.00,10.9,100.00,310.90,1.5,0.75,27.2,0
833,1610,3365,NEPHCO,42,2,28.7,173.7,2019,32.2,Canopy,12-17,Alive,56,Intermediate,2.5,"8,363.51",0.39,0.29,0.14,500.00,14.27,250.00,764.27,-2.5,-1.25,31.3,0
13,33,2335,EUGEFL,1,1,14.3,6.4,2019,40.3,Canopy,12-17,Alive,54,Intermediate,1.0,"7,223.37",0.34,0.36,0.18,200.00,17.86,100.00,317.86,0.5,0.25,34.7,0
755,1452,3262B,NEOBHE,38,2,40.8,141.6,2019,12.6,Understory,1-5,Alive,7,Young,5.0,813.45,0.04,0.11,0.06,"1,000.00",5.58,500.00,"1,505.58",0.6,0.3,17.8,0
751,1433,3250A,POL1SC,37,2,70.4,149.4,2019,22.5,Understory,6-11,Alive,48,Intermediate,2.0,"2,030.89",0.1,0.2,0.1,400.00,9.97,200.00,609.97,0.3,0.15,25.9,0
521,982,2964A,CALOTE,27,2,60.8,100.3,2019,22.1,Understory,6-11,Alive,48,Intermediate,3.0,"2,873.37",0.14,0.2,0.1,600.00,9.79,300.00,909.79,1.1,0.55,25.6,0
862,1664,3403,SHORAC,43,2,57.1,178.9,2019,50.3,Canopy,18-23,Alive,53,Intermediate,8.5,"133,678.47",6.28,0.45,0.22,"1,700.00",22.29,850.00,"2,572.29",0.8,0.4,38.0,0
1006,1895,3546,MONOMA,49,2,32.1,194.7,2019,46.3,Canopy,18-23,Alive,54,Intermediate,15.0,"176,002.32",8.27,0.41,0.21,"3,000.00",20.52,"1,500.00","4,520.52",1.1,0.55,36.8,11
832,1609,3364,OCHAAM,42,2,23.3,177.9,2019,13.5,Understory,1-5,Alive,48,Intermediate,10.0,"2,010.28",0.09,0.12,0.06,"2,000.00",5.98,"1,000.00","3,005.98",-0.2,-0.1,18.7,0
24,49,2343A,SANTAP,2,1,31.0,1.2,2019,12.9,Understory,1-5,Alive,7,Young,2.0,349.66,0.02,0.11,0.06,400.00,5.72,200.00,605.72,0.2,0.1,18.1,0
791,1526,3308,DRYPLO,39,2,38.6,147.3,2019,20.6,Understory,6-11,Alive,55,Intermediate,8.5,"6,481.80",0.3,0.18,0.09,"1,700.00",9.13,850.00,"2,559.13",-0.2,-0.1,24.6,0
80,141,2398,DIOSS1,4,1,61.1,17.2,2019,17.3,Understory,6-11,Alive,52,Intermediate,0.5,218.11,0.01,0.15,0.08,100.00,7.67,50.00,157.67,0.3,0.15,22.1,5
239,492,2635A,SHORAC,13,1,44.8,58.3,2019,43.9,Canopy,12-17,Alive,35,Intermediate,8.5,"82,735.38",3.89,0.39,0.19,"1,700.00",19.45,850.00,"2,569.45",2.1,1.05,36.0,0
605,1147,3072A,SHORL2,31,2,7.8,123.3,2019,71.6,Emergent,>24,Alive,48,Intermediate,3.5,"197,129.13",9.27,0.63,0.32,700.00,31.73,350.00,"1,081.73",0.7,0.35,42.8,13
29,56,2349,DACRR1,2,1,22.5,6.6,2019,17.1,Understory,6-11,Alive,55,Intermediate,22.0,"9,250.03",0.43,0.15,0.08,"4,400.00",7.58,"2,200.00","6,607.58",0.0,0.0,21.9,0
765,1473,3274,GANUSN,38,2,49.8,156.8,2019,21.1,Understory,6-11,Alive,53,Intermediate,4.0,"3,296.30",0.15,0.19,0.09,800.00,9.35,400.00,"1,209.35",0.2,0.1,24.9,0
37,74,2361A,PIMEGR,2,1,38.2,9.6,2019,15.0,Understory,6-11,Alive,4,Young,10.5,"2,925.55",0.14,0.13,0.07,"2,100.00",6.65,"1,050.00","3,156.65",0.4,0.2,20.1,0
953,1805,3499A,DIALPL,47,2,62.6,189.0,2019,27.3,Understory,6-11,Alive,35,Intermediate,1.0,"1,920.91",0.09,0.24,0.12,200.00,12.1,100.00,312.10,2.2,1.1,28.8,0
153,312,2515A,SHORL1,8,1,54.5,22.5,2019,17.2,Understory,6-11,Alive,7,Young,9.0,"3,854.59",0.18,0.15,0.08,"1,800.00",7.62,900.00,"2,707.62",4.8,2.4,22.0,0
1012,1903,3547B,SHORP1,49,2,36.3,194.4,2019,45.0,Canopy,18-23,Alive,35,Intermediate,12.0,"127,388.94",5.99,0.4,0.2,"2,400.00",19.94,"1,200.00","3,619.94",2.7,1.35,36.4,0
452,872,2889,SHORM2,24,1,60.5,89.0,2019,24.2,Understory,6-11,Alive,55,Intermediate,14.0,"18,046.13",0.85,0.21,0.11,"2,800.00",10.72,"1,400.00","4,210.72",0.1,0.05,27.0,0
446,862,2882,KNEMSC,23,1,55.1,82.7,2019,17.2,Understory,6-11,Alive,52,Intermediate,7.5,"3,212.15",0.15,0.15,0.08,"1,500.00",7.62,750.00,"2,257.62",0.5,0.25,22.0,0
989,1866,3532,CYNOMA,48,2,49.7,199.3,2019,20.0,Understory,6-11,Alive,52,Intermediate,5.0,"3,466.13",0.16,0.18,0.09,"1,000.00",8.86,500.00,"1,508.86",0.1,0.05,24.2,0
149,299,2506B,CROTLA,8,1,47.2,38.5,2019,13.5,Understory,1-5,Alive,7,Young,11.0,"2,211.31",0.1,0.12,0.06,"2,200.00",5.98,"1,100.00","3,305.98",0.3,0.15,18.7,5
